var,importance
nF10Ring,0.011465197930996507
ndssC,0.011192629217119138
gmin,0.010739283729124574
SHBd,0.010544281312734815
nAtomLAC,0.009888038877312101
minaasC,0.009570708918955496
SP-5,0.009495740816728711
HybRatio,0.009440851178221583
nHBint6,0.009438171133200507
naaaC,0.009370523944838265
SHBint5,0.009193443654752722
nHBint7,0.00901860747862988
mindO,0.008940444712830415
nHBint5,0.00868759193422671
MDEO-22,0.008650043549962507
maxHBint10,0.008517077702171678
SHother,0.008430335285850884
SHBint2,0.008360391753614783
nssO,0.008270454684216721
minaaN,0.00816701177645692
minssO,0.008002284974786623
SssCH2,0.00769563930149033
fragC,0.007655256433565692
minHBd,0.007605077573477896
SHBint9,0.007571743070664252
ETA_dEpsilon_A,0.007482840634417953
MDEO-11,0.007478746999003111
ETA_Eta_B,0.007408723996949261
SP-3,0.007199507115235518
maxHssNH,0.007138333906564142
minaasN,0.006997956129352273
SHBa,0.006987032829834518
ETA_Shape_X,0.006933168426355761
ETA_Epsilon_4,0.006604625947436934
maxHBint8,0.006535888224879886
SHssNH,0.006441311039312298
nAtomP,0.006410583289755191
SHdsCH,0.006380757898958337
minHBint3,0.006326581508088912
VPC-4,0.0062160562394825885
MAXDN2,0.006202182636986097
nssssC,0.006070223456956371
DELS2,0.005879362608348858
minsNH2,0.005745599352958319
maxsBr,0.005511215657939035
SCH-5,0.0053827174826594605
MDEN-23,0.005340114024143438
minHBint5,0.005283676406971182
SP-1,0.005107493550747432
WTPT-1,0.005001878558291766
SsCl,0.004979578363646143
ETA_Eta_B_RC,0.004906746133594683
maxHBint9,0.0048456294322118355
bpol,0.004822432196215002
SaaaC,0.004780434044777899
maxHBint3,0.004752705752889676
ETA_Eta,0.004733962238309857
ETA_AlphaP,0.004637682469483033
naasC,0.004587268466327925
ETA_dBetaP,0.004547478275882456
CrippenMR,0.004500332278081313
ETA_dPsi_A,0.004469221542994314
maxdS,0.004438865356157572
maxHBint7,0.004411239300023386
naaCH,0.0041594368768334816
ETA_Beta_ns_d,0.0041556690496010965
WPATH,0.004129039292551472
SHBint3,0.00409664849151913
SdS,0.0040711711790032985
C1SP3,0.003975447519610008
MAXDP2,0.003916935369006142
nRotB,0.0038965754450543655
minHBint9,0.0038381509657334236
Zagreb,0.0037779591607813466
VABC,0.0036012592801045696
ETA_dAlpha_A,0.0035987821901699224
VP-2,0.0035886099427845544
ATSm3,0.0035406309379722796
ETA_Beta_s,0.003426024397736114
ETA_Beta_ns,0.0033894026893864357
maxHBa,0.0032646051941338924
minHBint2,0.0032476500887182107
ATSm2,0.0032448569011433517
SsssN,0.003236628703659023
maxHBint2,0.0031825233866731185
ATSp5,0.0031092278678305067
MAXDP,0.0029506138610531788
maxssNH,0.002940692909923834
nHeavyAtom,0.0028600212250969037
ETA_Eta_R,0.0028147758053734128
nHBint3,0.0027777029323505517
nBondsD2,0.002757071232092641
nFRing,0.002657856412439948
minsCl,0.0025911149747568176
MDEN-22,0.002537338646491133
naaO,0.002475521088917518
nBondsS3,0.002471672748577511
VCH-5,0.002463345401365285
SsCH3,0.0024530669104221446
nBondsD,0.002403866202692063
mindsCH,0.0023783926798385687
ATSp3,0.0023767509857316334
SaaN,0.0023510662806222587
maxHBint5,0.0022999097450690418
nHBint2,0.0022156813176767796
nAtom,0.0021715000252592823
naasN,0.002060458928836449
SaaS,0.0020085215966734746
nwHBa,0.0019650662296962426
SHBint8,0.001955023572205458
Kier2,0.0019323388913764041
ETA_Alpha,0.0019187934665050351
VC-4,0.0017959466741290153
minssS,0.001753858701680878
nAromBond,0.0017516239795172769
nT9Ring,0.001716216236523478
VC-6,0.0015716446315959028
nBondsS,0.0015584103454839653
ndO,0.0015422440894343483
minHAvin,0.0015145104870386116
nHssNH,0.0014734413130520166
nHBDon_Lipinski,0.0014300772526243725
McGowan_Volume,0.0014137604268573706
ETA_dEpsilon_B,0.0014126181382562682
maxHAvin,0.0013349663465450933
nS,0.001324815751248621
MDEC-24,0.0013069090086532133
minsssN,0.0013004137011666309
SssssC,0.0012926364408995068
nHaaCH,0.0012721713785357753
nO,0.0012670304260839335
nBonds,0.0012368750602210188
MDEN-13,0.001229446021154602
naaN,0.0012264242162608558
nBondsM,0.0011974205996556598
ndS,0.0011620606922837404
MW,0.0011564592606989562
maxaaN,0.00113573722091969
SC-6,0.0009961123812957605
MDEN-33,0.0009917664317670002
minaaaC,0.0009903949129967198
WPOL,0.0009405683579356468
nFG12Ring,0.0008627706826587319
minHCHnX,0.0008433707040094275
minsBr,0.0008412928572208027
maxsssCH,0.0008246053346344215
nX,0.0008131248006650575
MDEC-14,0.0007738346741480539
maxsNH2,0.0007583484691068663
nF12Ring,0.0007481955334459768
ETA_Eta_L,0.0007418269591906446
SP-0,0.0007217464742824203
ETA_Eta_R_L,0.0007064406734032715
n5Ring,0.000682905159743886
nHBd,0.0006813846795000013
nHsNH2,0.0006666221659207495
SaasN,0.0006039522073355783
ndsN,0.0005933426708426798
nsCH3,0.0005926252613290772
mindCH2,0.0005683165996238901
maxsOm,0.0005481848758602079
maxssssC,0.0005039493365402414
nsBr,0.0005018057405876497
minHsNH2,0.00045869140982578117
VAdjMat,0.0004429949550059401
nsssN,0.00042309706611422644
SsBr,0.0004029404086991423
nHBint10,0.0003895659044612859
maxHdNH,0.0003711869292828187
maxsCl,0.0003674117153149462
nBonds2,0.000365868390125857
SssS,0.00034752703295732457
maxaasN,0.0003433321041632458
nsCl,0.00034169903746815303
nHsOH,0.00033737751183615276
nT12Ring,0.0002784136130313864
StN,0.0002708224088530269
nHCsats,0.00026999405630423375
SaaNH,0.0002506955191418969
MDEN-11,0.00024666737269063584
nHdsCH,0.0002452592373117059
minaaS,0.0002442569399368061
nsNH2,0.00023123157819226063
nHBint8,0.00023009387903579956
nssS,0.0002203096404325167
SC-4,0.00019463315230536406
nHBint9,0.00017958290493024482
nF,0.0001783712113603916
ntN,0.000176498676458267
SsOm,0.00015598910818079412
SdCH2,0.00014924717992339463
naAromAtom,0.0001434929008903353
nT10Ring,0.0001402159385483377
maxHdCH2,0.00013816601940145126
MDEN-12,0.00012317660061809369
minHdCH2,0.00010423042029084474
SwHBd,9.398886171214612e-05
SsNH2,9.194588411660054e-05
minHaaNH,9.09285992937058e-05
maxwHBd,8.746993183471544e-05
maxHaaNH,8.745548840645689e-05
SddssS,8.45139764336084e-05
SHsNH2,8.113953573695095e-05
mintsC,8.040128867812033e-05
nssNH,7.924309632516265e-05
minaaNH,6.332835282553551e-05
maxtN,6.087425103011152e-05
maxsF,5.8489908599686004e-05
nCl,5.746692297788919e-05
mintN,5.742236750919772e-05
StsC,5.000044666729965e-05
nAcid,4.529257281939283e-05
ndCH2,4.3630679643125776e-05
maxHsNH2,4.152242784754119e-05
maxdCH2,3.776336650298251e-05
ntsC,3.631182564259558e-05
minHtCH,3.498989118478238e-05
maxtCH,2.8130323753995174e-05
nBr,2.8107163324870515e-05
maxHCHnX,2.7882247516428874e-05
maxtsC,2.4886374231037e-05
nsF,2.282860398286318e-05
nHaaNH,2.168015043342111e-05
nHAvin,1.858467517548347e-05
maxaaNH,1.8231474401493257e-05
SHdCH2,1.6791753081876006e-05
naaNH,1.6179021965319678e-05
nddssS,1.6120356079345146e-05
minsOm,1.5519390369728582e-05
naaS,1.5406902458681665e-05
nF8Ring,1.5249500872222374e-05
SsF,1.4988767322515814e-05
C1SP1,1.1536313362956024e-05
minddssS,9.424307474593322e-06
StCH,9.283232502341821e-06
nHdCH2,9.258235640123408e-06
SHaaNH,8.970429062163466e-06
maxdNH,8.433410437331661e-06
nT8Ring,8.31908016223083e-06
nT7Ring,6.9448001032856416e-06
SHdNH,6.5066949870146685e-06
minsF,5.4658615927510405e-06
mindNH,5.058309848848557e-06
SHCHnX,4.862521785273495e-06
ETA_dPsi_B,3.671851109927279e-06
SHtCH,2.970722918470949e-06
minHdNH,2.871528548325603e-06
nBondsT,2.7620036543128096e-06
nHsSH,2.079751144950958e-06
nHCHnX,2.0261918190441544e-06
n7Ring,1.7715476882559698e-06
nsOm,1.6360181083383733e-06
ntCH,1.4227394243680587e-06
nT11Ring,1.2649068024963698e-06
SCH-4,1.1366136297687146e-06
nF7Ring,1.0448947497337917e-06
n8Ring,9.776255411264516e-07
nT4Ring,9.664914278731585e-07
nHdNH,8.281095253374606e-07
ndNH,8.007530092230302e-07
maxHtCH,7.355984475540209e-07
minwHBd,5.28449496134807e-07
mintCH,4.6088970381486886e-07
VCH-4,4.022984461902518e-07
nwHBd,2.6831596090289045e-07
nsI,2.614638744815944e-07
ndsssP,2.3467369295042647e-07
MDEC-44,1.3131267288159955e-07
C4SP3,1.2601180012422982e-07
SdNH,1.1736882362454523e-07
C2SP1,9.087453481545327e-08
n3Ring,4.444227917358127e-08
n4Ring,4.30553719063579e-08
mindsssP,2.390405388536355e-08
nG12Ring,2.0226560510092643e-08
SsI,1.428447475961995e-08
SCH-3,1.1012993175705673e-08
maxsSH,7.399939894382239e-09
nF6Ring,7.419838601861194e-10
nF11Ring,6.471377503290402e-10
minssssNp,3.8805712887753906e-10
nHtCH,2.831381226662639e-10
nssssNp,3.97555640695661e-11
nI,2.6252012615651475e-12
SHsSH,0.0
nssssPb,0.0
nsssPbH,0.0
nssssssSe,0.0
nssPbH2,0.0
nsPbH3,0.0
SHsNH3p,0.0
nssssSn,0.0
nsSnH3,0.0
nssSnH2,0.0
ndssSe,0.0
nsssSnH,0.0
naaSe,0.0
nddssSe,0.0
SssssBm,0.0
SHssNH2p,0.0
SHsssNHp,0.0
SdsssP,0.0
SsssP,0.0
SssPH,0.0
SsPH2,0.0
SssssSi,0.0
SsssSiH,0.0
SssSiH2,0.0
SsSiH3,0.0
SaOm,0.0
SssssNp,0.0
SddsN,0.0
SsssNHp,0.0
SssNH2p,0.0
SsNH3p,0.0
SddC,0.0
ndSe,0.0
SsssB,0.0
SssBH,0.0
SsBH2,0.0
SssssBem,0.0
SssBe,0.0
SsLi,0.0
SHmisc,0.0
nssSe,0.0
nsssSiH,0.0
nsSeH,0.0
nsssssAs,0.0
nsNH3p,0.0
nddC,0.0
nssssBm,0.0
nsssB,0.0
nssBH,0.0
nsBH2,0.0
nssssBem,0.0
nssBe,0.0
n9Ring,0.0
n10Ring,0.0
n11Ring,0.0
n12Ring,0.0
nsLi,0.0
nF4Ring,0.0
nF5Ring,0.0
nHmisc,0.0
nHsssNHp,0.0
nHssNH2p,0.0
nHsNH3p,0.0
VCH-3,0.0
nBondsQ,0.0
nP,0.0
nB,0.0
nssNH2p,0.0
nsssNHp,0.0
nddsN,0.0
nssssssS,0.0
nddsAs,0.0
ndsssAs,0.0
nsssAs,0.0
nssAsH,0.0
nsAsH2,0.0
nssssGe,0.0
nsssGeH,0.0
nssGeH2,0.0
nsGeH3,0.0
nSm,0.0
ndssS,0.0
naOm,0.0
nsSH,0.0
nsssssP,0.0
nddsP,0.0
nsssP,0.0
nssPH,0.0
nsPH2,0.0
nssssSi,0.0
SsssssP,0.0
nssSiH2,0.0
nsSiH3,0.0
SddsP,0.0
SsSH,0.0
maxssssPb,0.0
minssssSn,0.0
minHmisc,0.0
minsLi,0.0
minssBe,0.0
minssssBem,0.0
minsBH2,0.0
minssBH,0.0
minsssB,0.0
minssssBm,0.0
minddC,0.0
minsNH3p,0.0
minssNH2p,0.0
minssssPb,0.0
minsssPbH,0.0
minssPbH2,0.0
minsPbH3,0.0
minHsssNHp,0.0
maxHsSH,0.0
minHsNH3p,0.0
maxHmisc,0.0
maxsssB,0.0
maxssBH,0.0
maxsBH2,0.0
maxssssBem,0.0
maxssBe,0.0
maxsLi,0.0
SsPbH3,0.0
minHsSH,0.0
SssPbH2,0.0
SsssPbH,0.0
SssssPb,0.0
maxHsssNHp,0.0
maxHssNH2p,0.0
maxHsNH3p,0.0
minsI,0.0
minsssSnH,0.0
maxsssPbH,0.0
minssSnH2,0.0
minsGeH3,0.0
minddsN,0.0
minSm,0.0
minssssssS,0.0
mindssS,0.0
minaOm,0.0
minsSH,0.0
minsssssP,0.0
minddsP,0.0
minsssP,0.0
minssPH,0.0
minsPH2,0.0
minssssSi,0.0
minsssSiH,0.0
minssSiH2,0.0
minssGeH2,0.0
minsssGeH,0.0
minssssGe,0.0
minssSe,0.0
minsSnH3,0.0
minsssNHp,0.0
minddssSe,0.0
minssssssSe,0.0
mindssSe,0.0
minaaSe,0.0
mindSe,0.0
minsAsH2,0.0
minsSeH,0.0
minsssssAs,0.0
minddsAs,0.0
mindsssAs,0.0
minsssAs,0.0
minssAsH,0.0
maxssssBm,0.0
SssssSn,0.0
SsssSnH,0.0
SssSnH2,0.0
maxsssAs,0.0
maxssAsH,0.0
maxsAsH2,0.0
maxssssGe,0.0
maxsssGeH,0.0
maxssGeH2,0.0
maxsGeH3,0.0
SdssS,0.0
maxSm,0.0
maxssssssS,0.0
maxddssS,0.0
maxdssS,0.0
maxaaS,0.0
maxssS,0.0
SssssssS,0.0
maxdsssAs,0.0
maxddsAs,0.0
maxsssssAs,0.0
maxsSnH3,0.0
maxssPbH2,0.0
maxsPbH3,0.0
maxsI,0.0
maxssssSn,0.0
maxsssSnH,0.0
maxssSnH2,0.0
minsSiH3,0.0
maxsSeH,0.0
maxddssSe,0.0
maxssssssSe,0.0
maxdssSe,0.0
maxaaSe,0.0
maxssSe,0.0
maxdSe,0.0
maxsssssP,0.0
maxddsP,0.0
maxdsssP,0.0
maxsNH3p,0.0
SddsAs,0.0
maxsssNHp,0.0
SsssssAs,0.0
SsSeH,0.0
maxssNH2p,0.0
SdSe,0.0
SssSe,0.0
SsssAs,0.0
SaaSe,0.0
SdssSe,0.0
SssssssSe,0.0
maxddC,0.0
SddssSe,0.0
SsSnH3,0.0
SdsssAs,0.0
maxddsN,0.0
maxsssP,0.0
SSm,0.0
maxssPH,0.0
maxsPH2,0.0
maxssssSi,0.0
maxsssSiH,0.0
maxssSiH2,0.0
maxsSiH3,0.0
SsGeH3,0.0
SssAsH,0.0
maxaOm,0.0
SssGeH2,0.0
SsssGeH,0.0
SssssGe,0.0
SsAsH2,0.0
maxssssNp,0.0
minHssNH2p,0.0
